id,type,agency,program_type,name,address1,address2,address3,city,state,zip,lat,lon,geo_accuracy,contact_first_name,contact_last_name,date_first_record,date_recent_record,notes,phone,fax,url,email,created_at,updated_at
349,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in DC,,,,,DC,,38.8993487,-77.0145666,approximate,,,2017-11-01,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:47.740000+00:00
355,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in IN,,,,,IN,,39.7662195,-86.441277,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:48.755300+00:00
356,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in IA,,,,,IA,,41.9383166,-93.389798,approximate,,,2017-11-02,2018-04-28,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:48.938600+00:00
357,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in KS,,,,,KS,,38.4987789,-98.3200779,approximate,,,2017-11-02,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:49.103600+00:00
358,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in KY,,,,,KY,,37.8222935,-85.7682399,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:49.280500+00:00
381,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in SC,,,,,SC,,33.62505,-80.9470381,approximate,,,2017-11-02,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:53.129200+00:00
382,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in SD,,,,,SD,,44.2126995,-100.2471641,approximate,,,2017-11-11,2018-04-20,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:53.306400+00:00
383,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in TN,,,,,TN,,35.830521,-85.9785989,approximate,,,2017-11-01,2018-04-29,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:53.478700+00:00
384,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in TX,,,,,TX,,31.1693363,-100.0768425,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:53.656200+00:00
385,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in UT,,,,,UT,,39.4997605,-111.547028,approximate,,,2017-11-06,2018-04-17,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:53.823700+00:00
386,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in VT,,,,,VT,,43.8717545,-72.4477828,approximate,,,2017-12-09,2018-02-07,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:53.984500+00:00
387,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in VA,,,,,VA,,38.0033855,-79.4587861,approximate,,,2017-11-01,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:54.146900+00:00
388,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in WA,,,,,WA,,38.8993487,-77.0145665,approximate,,,2017-11-02,2018-04-30,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:54.325300+00:00
389,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in WV,,,,,WV,,38.9201705,-80.1816905,approximate,,,2017-11-05,2018-04-27,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:54.497900+00:00
390,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in WI,,,,,WI,,44.7862968,-89.8267049,approximate,,,2017-11-04,2018-04-25,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:54.664600+00:00
391,ORR Individual Sponsor State,ORR,Individual Sponsor,Individual Sponsor in WY,,,,,WY,,43.000325,-107.5545669,approximate,,,2017-11-02,2018-04-27,,,,,,2018-07-10 19:44:58.934400+00:00,2018-07-11 06:47:54.864300+00:00
